ObservationDate,Country/Region,Province/State,Confirmed,Deaths,Recovered,Active
25-04-2020,Australia,South Australia,438,4,401,33
25-04-2020,Australia,Tasmania,207,10,117,80
25-04-2020,Australia,Victoria,1346,16,133,1197
25-04-2020,Australia,Western Australia,549,8,478,63
26-04-2020,Fiji,NA,18,0,12,6
26-04-2020,New Zealand,NA,1469,19,1180,270
26-04-2020,Papua New Guinea,NA,8,0,0,8
26-04-2020,Australia,Australian Capital Territory,106,3,99,4
26-04-2020,Australia,New South Wales,3002,34,2208,760
26-04-2020,Australia,Northern Territory,28,0,23,5
26-04-2020,Australia,Queensland,1030,6,926,98
26-04-2020,Australia,South Australia,438,4,411,23
26-04-2020,Australia,Tasmania,212,11,123,78
26-04-2020,Australia,Victoria,1349,17,1265,67
26-04-2020,Australia,Western Australia,549,8,486,55
27-04-2020,Fiji,NA,18,0,12,6
27-04-2020,New Zealand,NA,1472,19,1214,239
27-04-2020,Papua New Guinea,NA,8,0,0,8
27-04-2020,Australia,Australian Capital Territory,106,3,100,3
27-04-2020,Australia,New South Wales,3004,34,2227,743
27-04-2020,Australia,Northern Territory,28,0,23,5
27-04-2020,Australia,Queensland,1033,6,926,101
27-04-2020,Australia,South Australia,438,4,414,20
27-04-2020,Australia,Tasmania,214,11,132,71
27-04-2020,Australia,Victoria,1349,17,1280,52
27-04-2020,Australia,Western Australia,549,8,486,55
28-04-2020,Australia,Australian Capital Territory,106,3,101,2
28-04-2020,Australia,New South Wales,3016,39,2266,711
28-04-2020,Australia,Northern Territory,28,0,25,3
28-04-2020,Australia,Queensland,1034,6,934,94
28-04-2020,Australia,South Australia,438,4,420,14
28-04-2020,Australia,Tasmania,218,11,137,70
28-04-2020,Australia,Victoria,1354,18,1287,49
28-04-2020,Australia,Western Australia,550,8,495,47
28-04-2020,Fiji,NA,18,0,12,6
28-04-2020,New Zealand,NA,1474,19,1229,226
28-04-2020,Papua New Guinea,NA,8,0,0,8
29-04-2020,Australia,Australian Capital Territory,106,3,101,2
29-04-2020,Australia,New South Wales,3016,40,2284,692
29-04-2020,Australia,Northern Territory,28,0,25,3
29-04-2020,Australia,Queensland,1033,6,943,84
29-04-2020,Australia,South Australia,438,4,420,14
29-04-2020,Australia,Tasmania,219,12,144,63
29-04-2020,Australia,Victoria,1361,18,1291,52
29-04-2020,Australia,Western Australia,551,8,507,36
29-04-2020,Fiji,NA,18,0,12,6
29-04-2020,New Zealand,NA,1476,19,1241,216
29-04-2020,Papua New Guinea,NA,8,0,0,8
30-04-2020,Australia,Australian Capital Territory,106,3,103,0
30-04-2020,Australia,New South Wales,3025,41,2293,691
30-04-2020,Australia,Northern Territory,28,0,25,3
30-04-2020,Australia,Queensland,1033,6,948,79
30-04-2020,Australia,South Australia,438,4,420,14
30-04-2020,Australia,Tasmania,221,13,153,55
30-04-2020,Australia,Victoria,1364,18,1293,53
30-04-2020,Australia,Western Australia,551,8,507,36
30-04-2020,Fiji,NA,18,0,12,6
30-04-2020,New Zealand,NA,1479,19,1252,208
30-04-2020,Papua New Guinea,NA,8,0,0,8
01-05-2020,Australia,Australian Capital Territory,106,3,103,0
01-05-2020,Australia,New South Wales,3030,41,2293,696
01-05-2020,Australia,Northern Territory,27,0,24,3
01-05-2020,Australia,Queensland,1034,6,965,63
01-05-2020,Australia,South Australia,438,4,422,12
01-05-2020,Australia,Tasmania,221,13,157,51
01-05-2020,Australia,Victoria,1371,18,1300,53
01-05-2020,Australia,Western Australia,551,8,511,32
01-05-2020,Fiji,NA,18,0,12,6
01-05-2020,New Zealand,NA,1485,20,1263,202
01-05-2020,Papua New Guinea,NA,8,0,0,8
02-05-2020,Australia,Australian Capital Territory,106,3,103,0
02-05-2020,Australia,New South Wales,3035,42,2306,687
02-05-2020,Australia,Northern Territory,29,0,24,5
02-05-2020,Australia,Queensland,1035,6,976,53
02-05-2020,Australia,South Australia,438,4,427,7
02-05-2020,Australia,Tasmania,221,13,158,50
02-05-2020,Australia,Victoria,1384,18,1300,66
02-05-2020,Australia,Western Australia,551,8,520,23
02-05-2020,Fiji,NA,18,0,14,4
02-05-2020,New Zealand,NA,1487,20,1266,201
02-05-2020,Papua New Guinea,NA,8,0,0,8
03-05-2020,Australia,Australian Capital Territory,106,3,103,0
03-05-2020,Australia,New South Wales,3033,42,2328,663
03-05-2020,Australia,Northern Territory,29,0,24,5
03-05-2020,Australia,Queensland,1038,6,980,52
03-05-2020,Australia,South Australia,438,4,427,7
03-05-2020,Australia,Tasmania,221,13,164,44
03-05-2020,Australia,Victoria,1406,18,1300,88
03-05-2020,Australia,Western Australia,551,9,523,19
03-05-2020,Fiji,NA,18,0,14,4
03-05-2020,New Zealand,NA,1487,20,1276,191
03-05-2020,Papua New Guinea,NA,8,0,0,8
04-05-2020,Australia,Australian Capital Territory,107,3,103,1
04-05-2020,Australia,New South Wales,3035,43,2349,643
04-05-2020,Australia,Northern Territory,29,0,24,5
04-05-2020,Australia,Queensland,1043,6,980,57
04-05-2020,Australia,South Australia,438,4,427,7
04-05-2020,Australia,Tasmania,221,13,165,43
04-05-2020,Australia,Victoria,1423,18,1311,94
04-05-2020,Australia,Western Australia,551,9,528,14
04-05-2020,Fiji,NA,18,0,14,4
04-05-2020,New Zealand,NA,1486,20,1302,164
04-05-2020,Papua New Guinea,NA,8,0,8,0
05-05-2020,Australia,Australian Capital Territory,107,3,103,1
05-05-2020,Australia,New South Wales,3042,44,2418,580
05-05-2020,Australia,Northern Territory,29,0,26,3
05-05-2020,Australia,Queensland,1043,6,985,52
05-05-2020,Australia,South Australia,438,4,429,5
05-05-2020,Australia,Tasmania,225,13,165,47
05-05-2020,Australia,Victoria,1440,18,1321,101
05-05-2020,Australia,Western Australia,551,9,528,14
05-05-2020,Fiji,NA,18,0,14,4
05-05-2020,New Zealand,NA,1488,21,1316,151
05-05-2020,Papua New Guinea,NA,8,0,8,0
06-05-2020,Australia,Australian Capital Territory,107,3,103,1
06-05-2020,Australia,New South Wales,3044,44,2463,537
06-05-2020,Australia,Northern Territory,29,0,27,2
06-05-2020,Australia,Queensland,1045,6,989,50
06-05-2020,Australia,South Australia,438,4,432,2
06-05-2020,Australia,Tasmania,226,13,167,46
06-05-2020,Australia,Victoria,1454,18,1322,114
06-05-2020,Australia,Western Australia,551,9,528,14
06-05-2020,Fiji,NA,18,0,14,4
06-05-2020,New Zealand,NA,1489,21,1332,136
06-05-2020,Papua New Guinea,NA,8,0,8,0
07-05-2020,Australia,Australian Capital Territory,107,3,103,1
07-05-2020,Australia,New South Wales,3047,44,2486,517
07-05-2020,Australia,Northern Territory,29,0,27,2
07-05-2020,Australia,Queensland,1045,6,994,45
07-05-2020,Australia,South Australia,439,4,433,2
07-05-2020,Australia,Tasmania,227,13,174,40
07-05-2020,Australia,Victoria,1467,18,1327,122
07-05-2020,Australia,Western Australia,552,9,534,9
07-05-2020,Fiji,NA,18,0,14,4
07-05-2020,New Zealand,NA,1490,21,1347,122
07-05-2020,Papua New Guinea,NA,8,0,8,0
08-05-2020,Australia,Australian Capital Territory,107,3,103,1
08-05-2020,Australia,New South Wales,3051,44,2504,503
08-05-2020,Australia,Northern Territory,29,0,27,2
08-05-2020,Australia,Queensland,1045,6,1019,20
08-05-2020,Australia,South Australia,439,4,433,2
08-05-2020,Australia,Tasmania,227,13,175,39
08-05-2020,Australia,Victoria,1468,18,1327,123
08-05-2020,Australia,Western Australia,552,9,534,9
08-05-2020,Fiji,NA,18,0,14,4
08-05-2020,New Zealand,NA,1492,21,1368,103
08-05-2020,Papua New Guinea,NA,8,0,8,0
09-05-2020,Australia,Australian Capital Territory,107,3,104,0
09-05-2020,Australia,New South Wales,3053,44,2504,505
09-05-2020,Australia,Northern Territory,29,0,27,2
09-05-2020,Australia,Queensland,1045,6,1019,20
09-05-2020,Australia,South Australia,439,4,433,2
09-05-2020,Australia,Tasmania,227,13,182,32
09-05-2020,Australia,Victoria,1487,18,1336,133
09-05-2020,Australia,Western Australia,552,9,536,7
09-05-2020,Fiji,NA,18,0,14,4
09-05-2020,New Zealand,NA,1494,21,1371,102
09-05-2020,Papua New Guinea,NA,8,0,8,0
10-05-2020,Australia,Australian Capital Territory,107,3,104,0
10-05-2020,Australia,New South Wales,3053,44,2517,492
10-05-2020,Australia,Northern Territory,29,0,27,2
10-05-2020,Australia,Queensland,1045,6,1021,18
10-05-2020,Australia,South Australia,439,4,434,1
10-05-2020,Australia,Tasmania,227,13,182,32
10-05-2020,Australia,Victoria,1496,18,1346,132
10-05-2020,Australia,Western Australia,552,9,536,7
10-05-2020,Fiji,NA,18,0,14,4
10-05-2020,New Zealand,NA,1497,21,1386,90
10-05-2020,Papua New Guinea,NA,8,0,8,0
11-05-2020,Australia,Australian Capital Territory,107,3,104,0
11-05-2020,Australia,New South Wales,3053,44,2543,466
11-05-2020,Australia,Northern Territory,29,0,27,2
11-05-2020,Australia,Queensland,1051,6,1027,18
11-05-2020,Australia,South Australia,439,4,434,1
11-05-2020,Australia,Tasmania,227,13,182,32
11-05-2020,Australia,Victoria,1511,18,1360,133
11-05-2020,Australia,Western Australia,553,9,536,8
11-05-2020,Fiji,NA,18,0,14,4
11-05-2020,New Zealand,NA,1497,21,1398,78
11-05-2020,Papua New Guinea,NA,8,0,8,0
12-05-2020,Australia,Australian Capital Territory,107,3,104,0
12-05-2020,Australia,New South Wales,3059,45,2571,443
12-05-2020,Australia,Northern Territory,29,0,27,2
12-05-2020,Australia,Queensland,1052,6,1028,18
12-05-2020,Australia,South Australia,439,4,434,1
12-05-2020,Australia,Tasmania,227,13,184,30
12-05-2020,Australia,Victoria,1514,18,1385,111
12-05-2020,Australia,Western Australia,553,9,537,7
12-05-2020,Fiji,NA,18,0,14,4
12-05-2020,New Zealand,NA,1497,21,1402,74
12-05-2020,Papua New Guinea,NA,8,0,8,0
13-05-2020,Australia,Australian Capital Territory,107,3,104,0
13-05-2020,Australia,New South Wales,3063,45,2595,423
13-05-2020,Australia,Northern Territory,29,0,27,2
13-05-2020,Australia,Queensland,1051,6,1030,15
13-05-2020,Australia,South Australia,439,4,434,1
13-05-2020,Australia,Tasmania,227,13,184,30
13-05-2020,Australia,Victoria,1521,18,1385,118
13-05-2020,Australia,Western Australia,552,9,538,5
13-05-2020,Fiji,NA,18,0,14,4
13-05-2020,New Zealand,NA,1497,21,1411,65
13-05-2020,Papua New Guinea,NA,8,0,8,0
14-05-2020,Australia,Australian Capital Territory,107,3,104,0
14-05-2020,Australia,New South Wales,3071,45,2605,421
14-05-2020,Australia,Northern Territory,29,0,27,2
14-05-2020,Australia,Queensland,1054,6,1031,17
14-05-2020,Australia,South Australia,439,4,434,1
14-05-2020,Australia,Tasmania,227,13,188,26
14-05-2020,Australia,Victoria,1540,18,1407,115
14-05-2020,Australia,Western Australia,552,9,538,5
14-05-2020,Fiji,NA,18,0,14,4
14-05-2020,New Zealand,NA,1498,21,1421,56
14-05-2020,Papua New Guinea,NA,8,0,8,0
15-05-2020,Australia,Australian Capital Territory,107,3,104,0
15-05-2020,Australia,New South Wales,3074,45,2611,418
15-05-2020,Australia,Northern Territory,29,0,27,2
15-05-2020,Australia,Queensland,1055,6,1036,13
15-05-2020,Australia,South Australia,439,4,435,0
15-05-2020,Australia,Tasmania,228,13,191,24
15-05-2020,Australia,Victoria,1551,18,1417,116
15-05-2020,Australia,Western Australia,552,9,538,5
15-05-2020,Fiji,NA,18,0,15,3
15-05-2020,New Zealand,NA,1498,21,1428,49
15-05-2020,Papua New Guinea,NA,8,0,8,0
16-05-2020,Australia,Australian Capital Territory,107,3,104,0
16-05-2020,Australia,New South Wales,3075,45,2611,419
16-05-2020,Australia,Northern Territory,29,0,27,2
16-05-2020,Australia,Queensland,1055,6,1037,12
16-05-2020,Australia,South Australia,439,4,435,0
16-05-2020,Australia,Tasmania,228,13,192,23
16-05-2020,Australia,Victoria,1558,18,1417,123
16-05-2020,Australia,Western Australia,553,9,541,3
16-05-2020,Fiji,NA,18,0,15,3
16-05-2020,New Zealand,NA,1499,21,1433,45
16-05-2020,Papua New Guinea,NA,8,0,8,0
17-05-2020,Australia,Australian Capital Territory,107,3,104,0
17-05-2020,Australia,New South Wales,3076,46,2612,418
17-05-2020,Australia,Northern Territory,29,0,27,2
17-05-2020,Australia,Queensland,1057,6,1038,13
17-05-2020,Australia,South Australia,439,4,435,0
17-05-2020,Australia,Tasmania,228,13,194,21
17-05-2020,Australia,Victoria,1564,18,1439,107
17-05-2020,Australia,Western Australia,554,9,543,2
17-05-2020,Fiji,NA,18,0,15,3
17-05-2020,New Zealand,NA,1499,21,1433,45
17-05-2020,Papua New Guinea,NA,8,0,8,0
18-05-2020,Australia,Australian Capital Territory,107,3,104,0
18-05-2020,Australia,New South Wales,3078,46,2614,418
18-05-2020,Australia,Northern Territory,29,0,27,2
18-05-2020,Australia,Queensland,1057,6,1039,12
18-05-2020,Australia,South Australia,439,4,435,0
18-05-2020,Australia,Tasmania,228,13,195,20
18-05-2020,Australia,Victoria,1573,18,1454,101
18-05-2020,Australia,Western Australia,557,9,545,3
18-05-2020,Fiji,NA,18,0,15,3
18-05-2020,New Zealand,NA,1499,21,1433,45
18-05-2020,Papua New Guinea,NA,8,0,8,0
19-05-2020,Australia,Australian Capital Territory,107,3,104,0
19-05-2020,Australia,New South Wales,3081,47,2631,403
19-05-2020,Australia,Northern Territory,29,0,27,2
19-05-2020,Australia,Queensland,1058,6,1040,12
19-05-2020,Australia,South Australia,439,4,435,0
19-05-2020,Australia,Tasmania,228,13,195,20
19-05-2020,Australia,Victoria,1573,18,1454,101
19-05-2020,Australia,Western Australia,557,9,545,3
19-05-2020,Fiji,NA,18,0,15,3
19-05-2020,New Zealand,NA,1503,21,1447,35
19-05-2020,Papua New Guinea,NA,8,0,8,0
20-05-2020,Australia,Australian Capital Territory,107,3,104,0
20-05-2020,Australia,New South Wales,3082,47,2648,387
20-05-2020,Australia,Northern Territory,29,0,29,0
20-05-2020,Australia,Queensland,1058,6,1040,12
20-05-2020,Australia,South Australia,439,4,435,0
20-05-2020,Australia,Tasmania,228,13,196,19
20-05-2020,Australia,Victoria,1581,18,1473,90
20-05-2020,Australia,Western Australia,557,9,545,3
20-05-2020,Fiji,NA,18,0,15,3
20-05-2020,New Zealand,NA,1503,21,1452,30
20-05-2020,Papua New Guinea,NA,8,0,8,0
21-05-2020,Australia,Australian Capital Territory,107,3,104,0
21-05-2020,Australia,New South Wales,3084,48,2648,388
21-05-2020,Australia,Northern Territory,29,0,29,0
21-05-2020,Australia,Queensland,1058,6,1040,12
21-05-2020,Australia,South Australia,439,4,435,0
21-05-2020,Australia,Tasmania,228,13,198,17
21-05-2020,Australia,Victoria,1593,18,1479,96
21-05-2020,Australia,Western Australia,557,9,545,3
21-05-2020,Fiji,NA,18,0,15,3
21-05-2020,New Zealand,NA,1504,21,1455,28
21-05-2020,Papua New Guinea,NA,8,0,8,0
22-05-2020,Australia,Australian Capital Territory,107,3,104,0
22-05-2020,Australia,New South Wales,3086,48,2653,385
22-05-2020,Australia,Northern Territory,29,0,29,0
22-05-2020,Australia,Queensland,1060,6,1041,13
22-05-2020,Australia,South Australia,439,4,435,0
22-05-2020,Australia,Tasmania,228,13,199,16
22-05-2020,Australia,Victoria,1593,18,1479,96
22-05-2020,Australia,Western Australia,557,9,545,3
22-05-2020,Fiji,NA,18,0,15,3
22-05-2020,New Zealand,NA,1504,21,1455,28
22-05-2020,Papua New Guinea,NA,8,0,8,0
23-05-2020,Australia,Australian Capital Territory,107,3,104,0
23-05-2020,Australia,New South Wales,3087,48,2653,386
23-05-2020,Australia,Northern Territory,29,0,29,0
23-05-2020,Australia,Queensland,1061,6,1041,14
23-05-2020,Australia,South Australia,439,4,435,0
23-05-2020,Australia,Tasmania,228,13,199,16
23-05-2020,Australia,Victoria,1603,19,1498,86
23-05-2020,Australia,Western Australia,560,9,549,2
23-05-2020,Fiji,NA,18,0,15,3
23-05-2020,New Zealand,NA,1504,21,1456,27
23-05-2020,Papua New Guinea,NA,8,0,8,0
24-05-2020,Australia,Australian Capital Territory,107,3,104,0
24-05-2020,Australia,New South Wales,3090,48,2656,386
24-05-2020,Australia,Northern Territory,29,0,29,0
24-05-2020,Australia,Queensland,1056,6,1038,12
24-05-2020,Australia,South Australia,439,4,435,0
24-05-2020,Australia,Tasmania,228,13,200,15
24-05-2020,Australia,Victoria,1605,19,1520,66
24-05-2020,Australia,Western Australia,560,9,549,2
24-05-2020,Fiji,NA,18,0,15,3
24-05-2020,New Zealand,NA,1504,21,1456,27
24-05-2020,Papua New Guinea,NA,8,0,8,0
25-05-2020,Australia,Australian Capital Territory,107,3,104,0
25-05-2020,Australia,New South Wales,3092,48,2661,383
25-05-2020,Australia,Northern Territory,29,0,29,0
25-05-2020,Australia,Queensland,1057,6,1039,12
25-05-2020,Australia,South Australia,439,4,435,0
25-05-2020,Australia,Tasmania,228,13,202,13
25-05-2020,Australia,Victoria,1610,19,1533,58
25-05-2020,Australia,Western Australia,564,9,549,6
25-05-2020,Fiji,NA,18,0,15,3
25-05-2020,New Zealand,NA,1504,21,1461,22
25-05-2020,Papua New Guinea,NA,8,0,8,0
26-05-2020,Australia,Australian Capital Territory,107,3,104,0
26-05-2020,Australia,New South Wales,3089,48,2663,378
26-05-2020,Australia,Northern Territory,29,0,29,0
26-05-2020,Australia,Queensland,1058,7,1044,7
26-05-2020,Australia,South Australia,440,4,435,1
26-05-2020,Australia,Tasmania,228,13,203,12
26-05-2020,Australia,Victoria,1618,19,1533,66
26-05-2020,Australia,Western Australia,570,9,549,12
26-05-2020,Fiji,NA,18,0,15,3
26-05-2020,New Zealand,NA,1504,21,1462,21
26-05-2020,Papua New Guinea,NA,8,0,8,0
27-05-2020,Australia,Australian Capital Territory,107,3,104,0
27-05-2020,Australia,New South Wales,3090,48,2670,372
27-05-2020,Australia,Northern Territory,29,0,29,0
27-05-2020,Australia,Queensland,1058,7,1045,6
27-05-2020,Australia,South Australia,440,4,435,1
27-05-2020,Australia,Tasmania,228,13,203,12
27-05-2020,Australia,Victoria,1628,19,1544,65
27-05-2020,Australia,Western Australia,570,9,549,12
27-05-2020,Fiji,NA,18,0,15,3
27-05-2020,New Zealand,NA,1504,22,1474,8
27-05-2020,Papua New Guinea,NA,8,0,8,0
28-05-2020,Australia,Australian Capital Territory,107,3,104,0
28-05-2020,Australia,New South Wales,3092,48,2666,378
28-05-2020,Australia,Northern Territory,29,0,29,0
28-05-2020,Australia,Queensland,1058,7,1045,6
28-05-2020,Australia,South Australia,440,4,435,1
28-05-2020,Australia,Tasmania,228,13,203,12
28-05-2020,Australia,Victoria,1634,19,1544,71
28-05-2020,Australia,Western Australia,577,9,550,18
28-05-2020,Fiji,NA,18,0,15,3
28-05-2020,New Zealand,NA,1504,22,1481,1
28-05-2020,Papua New Guinea,NA,8,0,8,0
29-05-2020,Australia,Australian Capital Territory,107,3,104,0
29-05-2020,Australia,New South Wales,3092,48,2683,361
29-05-2020,Australia,Northern Territory,29,0,29,0
29-05-2020,Australia,Queensland,1058,7,1045,6
29-05-2020,Australia,South Australia,440,4,435,1
29-05-2020,Australia,Tasmania,228,13,205,10
29-05-2020,Australia,Victoria,1645,19,1553,73
29-05-2020,Australia,Western Australia,585,9,551,25
29-05-2020,Fiji,NA,18,0,15,3
29-05-2020,New Zealand,NA,1504,22,1481,1
29-05-2020,Papua New Guinea,NA,8,0,8,0
30-05-2020,Australia,Australian Capital Territory,107,3,104,0
30-05-2020,Australia,New South Wales,3095,48,2685,362
30-05-2020,Australia,Northern Territory,29,0,29,0
30-05-2020,Australia,Queensland,1058,7,1046,5
30-05-2020,Australia,South Australia,440,4,435,1
30-05-2020,Australia,Tasmania,228,13,206,9
30-05-2020,Australia,Victoria,1649,19,1557,73
30-05-2020,Australia,Western Australia,586,9,552,25
30-05-2020,Fiji,NA,18,0,15,3
30-05-2020,New Zealand,NA,1504,22,1481,1
30-05-2020,Papua New Guinea,NA,8,0,8,0
31-05-2020,Australia,Australian Capital Territory,107,3,104,0
31-05-2020,Australia,New South Wales,3098,48,2685,365
31-05-2020,Australia,Northern Territory,29,0,29,0
31-05-2020,Australia,Queensland,1058,7,1046,5
31-05-2020,Australia,South Australia,440,4,435,1
31-05-2020,Australia,Tasmania,228,13,207,8
31-05-2020,Australia,Victoria,1653,19,1560,74
31-05-2020,Australia,Western Australia,589,9,552,28
31-05-2020,Fiji,NA,18,0,15,3
31-05-2020,New Zealand,NA,1504,22,1481,1
31-05-2020,Papua New Guinea,NA,8,0,8,0
01-06-2020,Australia,Australian Capital Territory,107,3,104,0
01-06-2020,Australia,New South Wales,3104,48,2687,369
01-06-2020,Australia,Northern Territory,29,0,29,0
01-06-2020,Australia,Queensland,1059,6,1048,5
01-06-2020,Australia,South Australia,440,4,435,1
01-06-2020,Australia,Tasmania,228,13,207,8
01-06-2020,Australia,Victoria,1663,19,1563,81
01-06-2020,Australia,Western Australia,591,9,553,29
01-06-2020,Fiji,NA,18,0,15,3
01-06-2020,New Zealand,NA,1504,22,1481,1
01-06-2020,Papua New Guinea,NA,8,0,8,0
02-06-2020,Australia,Australian Capital Territory,107,3,104,0
02-06-2020,Australia,New South Wales,3104,48,2691,365
02-06-2020,Australia,Northern Territory,29,0,29,0
02-06-2020,Australia,Queensland,1059,6,1047,6
02-06-2020,Australia,South Australia,440,4,435,1
02-06-2020,Australia,Tasmania,228,13,208,7
02-06-2020,Australia,Victoria,1670,19,1569,82
02-06-2020,Australia,Western Australia,592,9,553,30
02-06-2020,Fiji,NA,18,0,15,3
02-06-2020,New Zealand,NA,1504,22,1481,1
02-06-2020,Papua New Guinea,NA,8,0,8,0
03-06-2020,Australia,Australian Capital Territory,107,3,104,0
03-06-2020,Australia,New South Wales,3106,48,2700,358
03-06-2020,Australia,Northern Territory,29,0,29,0
03-06-2020,Australia,Queensland,1060,6,1046,8
03-06-2020,Australia,South Australia,440,4,435,1
03-06-2020,Australia,Tasmania,228,13,208,7
03-06-2020,Australia,Victoria,1678,19,1569,90
03-06-2020,Australia,Western Australia,592,9,557,26
03-06-2020,Fiji,NA,18,0,15,3
03-06-2020,New Zealand,NA,1504,22,1481,1
03-06-2020,Papua New Guinea,NA,8,0,8,0
04-06-2020,Australia,Australian Capital Territory,107,3,104,0
04-06-2020,Australia,New South Wales,3110,48,2714,348
04-06-2020,Australia,Northern Territory,29,0,29,0
04-06-2020,Australia,Queensland,1060,6,1049,5
04-06-2020,Australia,South Australia,440,4,436,0
04-06-2020,Australia,Tasmania,228,13,208,7
04-06-2020,Australia,Victoria,1681,19,1586,76
04-06-2020,Australia,Western Australia,592,9,557,26
04-06-2020,Fiji,NA,18,0,18,0
04-06-2020,New Zealand,NA,1504,22,1481,1
04-06-2020,Papua New Guinea,NA,8,0,8,0
05-06-2020,Australia,Australian Capital Territory,107,3,104,0
05-06-2020,Australia,New South Wales,3110,48,2719,343
05-06-2020,Australia,Northern Territory,29,0,29,0
05-06-2020,Australia,Queensland,1061,6,1049,6
05-06-2020,Australia,South Australia,440,4,436,0
05-06-2020,Australia,Tasmania,228,13,208,7
05-06-2020,Australia,Victoria,1681,19,1586,76
05-06-2020,Australia,Western Australia,596,9,557,30
05-06-2020,Fiji,NA,18,0,18,0
05-06-2020,New Zealand,NA,1504,22,1481,1
05-06-2020,Papua New Guinea,NA,8,0,8,0
06-06-2020,Australia,Australian Capital Territory,108,3,104,1
06-06-2020,Australia,New South Wales,3109,48,2723,338
06-06-2020,Australia,Northern Territory,29,0,29,0
06-06-2020,Australia,Queensland,1061,6,1050,5
06-06-2020,Australia,South Australia,440,4,436,0
06-06-2020,Australia,Tasmania,228,13,209,6
06-06-2020,Australia,Victoria,1685,19,1593,73
06-06-2020,Australia,Western Australia,599,9,559,31
06-06-2020,Fiji,NA,18,0,18,0
06-06-2020,New Zealand,NA,1504,22,1481,1
06-06-2020,Papua New Guinea,NA,8,0,8,0
07-06-2020,Australia,Australian Capital Territory,108,3,104,1
07-06-2020,Australia,New South Wales,3112,48,2724,340
07-06-2020,Australia,Northern Territory,29,0,29,0
07-06-2020,Australia,Queensland,1062,6,1050,6
07-06-2020,Australia,South Australia,440,4,436,0
07-06-2020,Australia,Tasmania,228,13,209,6
07-06-2020,Australia,Victoria,1687,19,1595,73
07-06-2020,Australia,Western Australia,599,9,559,31
07-06-2020,Fiji,NA,18,0,18,0
07-06-2020,New Zealand,NA,1504,22,1482,0
07-06-2020,Papua New Guinea,NA,8,0,8,0
08-06-2020,Australia,Australian Capital Territory,108,3,104,1
08-06-2020,Australia,New South Wales,3114,48,2729,337
08-06-2020,Australia,Northern Territory,29,0,29,0
08-06-2020,Australia,Queensland,1062,6,1051,5
08-06-2020,Australia,South Australia,440,4,436,0
08-06-2020,Australia,Tasmania,228,13,209,6
08-06-2020,Australia,Victoria,1687,19,1602,66
08-06-2020,Australia,Western Australia,599,9,560,30
08-06-2020,Fiji,NA,18,0,18,0
08-06-2020,New Zealand,NA,1504,22,1482,0
08-06-2020,Papua New Guinea,NA,8,0,8,0
09-06-2020,Australia,Australian Capital Territory,108,3,104,1
09-06-2020,Australia,New South Wales,3117,48,2735,334
09-06-2020,Australia,Northern Territory,29,0,29,0
09-06-2020,Australia,Queensland,1062,6,1051,5
09-06-2020,Australia,South Australia,440,4,436,0
09-06-2020,Australia,Tasmania,228,13,209,6
09-06-2020,Australia,Victoria,1691,19,1616,56
09-06-2020,Australia,Western Australia,599,9,560,30
09-06-2020,Fiji,NA,18,0,18,0
09-06-2020,New Zealand,NA,1504,22,1482,0
09-06-2020,Papua New Guinea,NA,8,0,8,0
10-06-2020,Australia,Australian Capital Territory,108,3,104,1
10-06-2020,Australia,New South Wales,3117,48,2738,331
10-06-2020,Australia,Northern Territory,29,0,29,0
10-06-2020,Australia,Queensland,1063,6,1051,6
10-06-2020,Australia,South Australia,440,4,436,0
10-06-2020,Australia,Tasmania,228,13,209,6
10-06-2020,Australia,Victoria,1699,19,1621,59
10-06-2020,Australia,Western Australia,601,9,571,21
10-06-2020,Fiji,NA,18,0,18,0
10-06-2020,New Zealand,NA,1504,22,1482,0
10-06-2020,Papua New Guinea,NA,8,0,8,0
11-06-2020,Australia,Australian Capital Territory,108,3,104,1
11-06-2020,Australia,New South Wales,3115,48,2743,324
11-06-2020,Australia,Northern Territory,29,0,29,0
11-06-2020,Australia,Queensland,1064,6,1051,7
11-06-2020,Australia,South Australia,440,4,436,0
11-06-2020,Australia,Tasmania,228,13,212,3
11-06-2020,Australia,Victoria,1703,19,1632,52
11-06-2020,Australia,Western Australia,602,9,575,18
11-06-2020,Fiji,NA,18,0,18,0
11-06-2020,New Zealand,NA,1504,22,1482,0
11-06-2020,Papua New Guinea,NA,8,0,8,0
12-06-2020,Australia,Australian Capital Territory,108,3,104,1
12-06-2020,Australia,New South Wales,3119,48,2763,308
12-06-2020,Australia,Northern Territory,29,0,29,0
12-06-2020,Australia,Queensland,1065,6,1051,8
12-06-2020,Australia,South Australia,440,4,436,0
12-06-2020,Australia,Tasmania,228,13,213,2
12-06-2020,Australia,Victoria,1703,19,1632,52
12-06-2020,Australia,Western Australia,602,9,575,18
12-06-2020,Fiji,NA,18,0,18,0
12-06-2020,New Zealand,NA,1504,22,1482,0
12-06-2020,Papua New Guinea,NA,8,0,8,0
13-06-2020,Australia,Australian Capital Territory,108,3,104,1
13-06-2020,Australia,New South Wales,3128,48,2766,314
13-06-2020,Australia,Northern Territory,29,0,29,0
13-06-2020,Australia,Queensland,1065,6,1051,8
13-06-2020,Australia,South Australia,440,4,436,0
13-06-2020,Australia,Tasmania,228,13,213,2
13-06-2020,Australia,Victoria,1720,19,1657,44
13-06-2020,Australia,Western Australia,602,9,582,11
13-06-2020,Fiji,NA,18,0,18,0
